"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000082, 1, 0.000082, 0='0', 1='0', 2='0', 3='0', 4='0', 5='0', 6='0', 7='0', 8='0', 9='0', env=''1D3M''
0.005382, -6.417658, 0.020032, 1, 0.014650, 0='0', 1='0', 2='0', 3='0', 4='0', 5='0', 6='0', 7='0', 8='0', 9='0', env=''1D3M''
0.021963, -6.692182, 0.338127, 2, 0.316164, 0='0', 1='1', 2='2', 3='0', 4='2', 5='0', 6='1', 7='1', 8='2', 9='2', env=''1D3M''
0.127536, -6.206339, 0.653628, 3, 0.526093, 0='2', 1='2', 2='1', 3='2', 4='0', 5='0', 6='1', 7='1', 8='1', 9='0', env=''1D3M''
0.302597, -6.246752, 1.421400, 4, 1.118803, 0='1', 1='2', 2='1', 3='2', 4='0', 5='0', 6='1', 7='1', 8='1', 9='1', env=''1D3M''
2.861414, -6.172670, 12.939466, 5, 10.078051, 0='2', 1='1', 2='0', 3='1', 4='1', 5='1', 6='1', 7='0', 8='1', 9='1', env=''1D3M''
12.367340, -6.420687, 61.056619, 6, 48.689279, 0='0', 1='1', 2='1', 3='1', 4='0', 5='1', 6='1', 7='1', 8='1', 9='1', env=''1D3M''
