steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
420	42	3.4679009914398193	4.561757147331322	5.179057526671011	1.7553938885997107	6.302474084949148	0.42851089684736854	-0.9278234075850287	0	0
430	43	3.6094305515289307	5.649852295603304	5.342895291779655	1.6594661946501554	8.108435250916424	2.5980895513655873	-0.9491080837652951	0	0
440	44	3.709228038787842	5.29280822679616	5.293988285949924	1.0294171811414299	6.8580201611295175	3.2971733308881386	-0.9535449173715149	0	0
450	45	3.7882602214813232	6.162447893175063	6.3382773855479435	2.1141452757657553	8.579778752256951	1.3524143731330907	-0.9524457908858001	0	0
460	46	3.8878140449523926	4.692555482570287	4.256905927874188	2.386727924748716	9.12188469443251	1.745860456106712	-0.9604273751143496	0	0
470	47	3.994236946105957	6.255936069009491	6.128195418454823	1.9550593300702146	9.187565655904386	3.7859032272953064	-0.932282184618049	0	0
480	48	4.082932233810425	4.1805404010461364	4.869586270138092	2.2662125889357827	7.475598540834346	0.6438950429352788	-0.9085557018113244	0	0
490	49	4.157381057739258	4.694063267417181	5.032565687924631	2.3374363879001296	7.6058828551394075	0.20021021271668737	-0.916526413107207	0	0
500	50	4.227971315383911	4.653620154926493	4.437546075077243	0.9949616521883231	6.915254464492436	3.4794238765050896	-0.9066199760503126	0	0
510	51	4.2964026927948	5.165285346170646	5.360995218294185	1.9274096126904896	8.032529582716203	1.2974413094209378	-0.9079900702028997	0	0
520	52	4.3796868324279785	6.052699794519969	6.514128720391772	2.727601417483187	9.116391985553388	0.6656973027620374	-0.9040619894787388	0	0
530	53	4.454253435134888	4.443569098246348	3.7160215976031803	3.180436291427027	9.307471429216784	0.16661047360748937	-0.8856681112159569	0	0
540	54	4.521692991256714	4.826244167007169	4.453621734720722	2.1650980510898976	8.70199022872154	2.320126235297163	-0.8692199500505454	0	0
550	55	4.5906760692596436	4.547639059525784	4.644971365493179	1.6321454420373367	7.018783004409074	2.6891251826643634	-0.9086481105922583	0	0
560	56	4.658503770828247	4.638118473809305	3.643025532877542	2.265754638969553	8.799024692460474	2.0305994682552995	-0.9762715689977648	0	0
570	57	4.728050708770752	4.135470485209573	4.045944019679432	1.939920270647949	7.54787862840362	2.11178974488383	-1.005428028707065	0	0
580	58	4.797475576400757	5.132802623822519	4.922806246765116	1.572184891759879	8.248176295298927	3.131697384429262	-0.9596752994396345	0	0
590	59	4.910723686218262	5.332549905832849	5.104546776417328	2.5986388965086746	9.11299278304991	2.0106386504731244	-0.9476964722842565	0	0
600	60	5.053070783615112	4.528020457843717	4.608255699120743	2.0885756960035655	7.293357708455719	0.5824307678092202	-1.0083721328212538	0	0
610	61	5.137740135192871	5.842715518386075	5.745275972489853	2.5457512756757317	8.907388167734464	1.2651797407036178	-0.8897164365289825	0	0
620	62	5.217318773269653	5.493334657417957	5.128515150854877	2.1043496760838556	8.9667644368248	2.6177291707809056	-0.8985143939693562	0	0
630	63	5.287277460098267	5.814102939105704	5.869744974058431	2.561048454902287	9.821550446332358	2.407004877743167	-0.8583913189300628	0	0
640	64	5.370896577835083	6.366860293008081	6.488738238292125	1.9362588991978333	9.30114201958804	3.235657389792374	-0.858772256225699	0	0
650	65	5.441625356674194	6.892414196690309	6.9951026924411295	1.9807678545173348	9.098666859581444	3.2786897183296833	-0.9297049055990856	0	0
660	66	5.5097737312316895	5.229411706126766	4.609865854724758	2.3433138763261256	8.705529370763285	1.1266412325001016	-0.9579302777891251	0	0
670	67	5.577645301818848	6.019857415345933	6.392083514326483	2.062684867975198	9.20275709684139	2.1291216050269535	-0.8998129716001649	0	0
680	68	5.646150588989258	4.3860911915726435	4.316201963657004	1.671593116645792	7.562810861328966	1.9332254050602358	-0.9453350586791615	0	0
690	69	5.714210033416748	5.068320819233008	5.348617073167963	1.6884760884952865	7.1959272950906525	1.2942060282258816	-0.9544151607034148	0	0
700	70	5.782288551330566	5.216212230337227	4.997817244581766	2.139617723458736	9.219958531070795	2.4632028002721467	-0.9862511736559112	0	0
710	71	5.872365951538086	4.643473031818477	4.574960082044537	2.3266356794918677	8.198154701419131	0.5303818121090704	-0.9755095527215712	0	0
720	72	5.992610216140747	5.7382949001871095	5.334664582373897	1.3054308198419338	8.098334816980582	3.777670410232706	-0.9577938912652852	0	0
730	73	6.082401990890503	5.500674189924607	4.76606091993072	2.3084597889954392	9.839906358154664	3.1891375570087632	-0.9520997390030735	0	0
740	74	6.1587512493133545	5.944216153289435	6.15668047184696	2.639955442043224	9.281171636368947	0.6358154933623161	-0.9916597934228962	0	0
750	75	6.230940103530884	6.291763221748139	5.6681939316043515	1.8567285078174915	9.037459877289404	3.865196174637718	-0.9979303004367255	0	0
760	76	6.2974936962127686	6.738350241426054	6.9913446292049795	2.3005594580703033	9.055126919344442	2.5439316530401466	-1.0848450603139705	0	0
770	77	6.367488145828247	6.008435906340393	6.171601680186423	2.2470010597295826	8.321065191845095	1.7571191004366762	-1.1086150370622954	0	0
780	78	6.442161798477173	4.973680121817639	4.686525908198808	2.3483788228166445	9.09699982750367	1.2215558738487888	-1.1404568982527041	0	0
790	79	6.583217144012451	5.463643896109227	5.755551118135769	1.9336312212953848	8.528166417546798	2.360849148242476	-1.1288518510031516	0	0
800	80	6.669299125671387	4.433564143775337	4.564892715432164	2.1959049228052208	8.814093382914047	0.5713789002635814	-1.0810341196446602	0	0
810	81	6.754605770111084	5.448316019189385	5.359265836726726	1.9354125490492002	9.282876061901186	1.9402859732981823	-1.042912754692981	0	0
820	82	6.882537364959717	4.192172996687807	4.560072800835295	2.94343330247542	8.562015524139657	0.09514143564631028	-1.0011488204286452	0	0
830	83	6.985868692398071	4.949975326762339	5.5475893596646895	2.4006541772303467	7.465671217006538	1.158172153173091	-1.0298106938136986	0	0
840	84	7.080745458602905	5.845209470690502	5.886892439804848	2.5148120591671095	9.267115311831079	2.3277774816841577	-1.061125309247115	0	0
850	85	7.173017263412476	4.7056382397504235	4.40435645387049	1.9409229097953669	9.205454441291806	1.5364992688571817	-1.0641021188408002	0	0
860	86	7.248117685317993	6.088556347702171	6.155156085493357	2.268178479005502	9.221205954226019	0.8529540428104645	-1.1612734583147133	0	0
870	87	7.3227527141571045	4.3857531484313865	4.345388567987735	2.2360200228211036	8.738034019027005	1.6300286322552804	-1.1490342404025407	0	0
880	88	7.392055034637451	6.550825801056292	6.863798418581984	1.9270429864608845	9.115681792165256	3.4688242185350977	-1.0660562149445545	0	0
890	89	7.459620237350464	3.8881124836674075	4.230564243266942	1.760880452403021	5.734064418602902	0.007201586169728547	-1.0734696454873764	0	0
900	90	7.5291454792022705	4.341860289573979	4.341919007332344	1.6207737428303461	6.702610291480656	1.7229303869484158	-1.0319269591495954	0	0
910	91	7.596095561981201	5.2229655511212645	5.119110089034464	2.6919464114332934	9.178608263745453	0.34504175663944114	-1.0456636820772816	0	0
920	92	7.665118455886841	5.853492173843022	5.79289810887615	1.5926704434341372	8.510079332115644	3.390245330843652	-1.029819699122997	0	0
930	93	7.733333587646484	5.731515926320373	6.132647357578182	1.6258424209893567	7.73395201752248	3.38178452823965	-1.0369221743249886	0	0
940	94	7.799994945526123	4.238981321783685	4.061550981852111	2.006055951034053	7.393050968059763	0.24656356959620118	-1.0460260858920298	0	0
950	95	7.913784742355347	5.84276539223077	6.852871945461657	2.269464694486049	9.098020054343394	1.6992819836534532	-0.9536334958082836	0	0
960	96	8.051810264587402	4.3186425893452665	3.977225199119448	1.797306885382313	7.21882028518639	1.589170686012273	-0.9589269153659654	0	0
970	97	8.13504958152771	4.528816944805137	3.8355296541634534	2.171608411132218	8.174038887516447	1.8284051119004627	-0.9183501441966684	0	0
980	98	8.209034442901611	4.887789672440304	4.0711965377695964	2.643201810016808	8.790506129876228	0.3343593906334582	-0.9390664190552667	0	0
990	99	8.279815196990967	5.044381989369168	5.880790680469099	2.1318470808364385	7.001127776367205	0.18127961322299768	-0.9329153299890468	0	0
1000	100	8.359760522842407	5.763319702673092	5.888930054854134	1.7891086688054723	8.983765711835142	2.749954051780969	-0.9975397120416439	0	0
1010	101	8.473542213439941	6.533432019091033	6.816124332698128	1.7747996689836172	8.998198215183502	3.1328434967596706	-0.9423992107018669	0.19593682509640056	10
1020	102	8.589743614196777	4.590273175212933	3.6975593407224854	2.4934142646186626	7.947643268040963	1.4876491302232193	-0.9448233402905659	0.31849632125727334	20
1030	103	8.703797340393066	5.19165874143811	5.39340689109317	2.0152400745301553	7.820002184344669	0.9817758120272436	-0.8897282673595265	0.37745135830839405	30
1040	104	8.818697452545166	4.978149829331812	5.86453176859334	2.742678835053787	8.229351354780679	1.43488022623171	-0.9190398937303361	0.45411437861608966	40
1050	105	9.010704517364502	6.300039752051542	6.797690485264516	2.184505495589677	8.410405314894744	1.2830301728160465	-0.9598090273928492	0.5867033005501862	50
1060	106	9.130765914916992	5.973840367043048	6.297368167575421	1.4301976541440715	7.837005575417538	3.3750864443865805	-1.1139265932806939	0.6822572076020789	60
1070	107	9.242693901062012	5.574834760093592	5.5790501642921235	1.9378750180208342	9.045078532970798	1.7293414753590581	-1.2181912249140903	0.7601655083673595	70
1080	108	9.357066869735718	3.430695108395327	3.7826171355287705	1.9423581275704318	5.605586987036876	1.0153249545013803	-1.1767857656560852	0.8721241373250395	80
1090	109	9.515490293502808	4.512346793505976	4.469336097379459	0.994975204267198	5.862693084645457	3.2509450025996065	-1.0486774614785308	0.927465160230484	90
1100	110	9.661652088165283	6.318554389312472	6.207164899754793	1.304559916520689	8.631048028437329	3.6454654483890954	-0.9163686999990148	0.9322457075391466	100
1110	111	9.778781414031982	4.41581263926602	5.086428188221083	2.1259326230418556	7.0429483698430015	0.6339518254486548	-0.8065011058539792	0.9094661961361191	110
1120	112	9.951175451278687	5.433088537087014	6.7008544069960525	2.6762574166274464	7.721189264181374	0.10838170332684627	-0.6556904219640755	0.8603275356614516	120
1130	113	10.080160856246948	5.072802485256581	5.4000197373915215	2.2957293529419767	7.714690893769385	2.1834062340683387	-0.5478014334377085	0.86140056150259	130
1140	114	10.203124761581421	4.45725465694032	4.038552952888615	1.3131853590382763	7.251664867405654	2.340332510097214	-0.5504509187562099	0.8582217576348257	140
1150	115	10.318130493164062	3.952171640441433	3.5634511380601372	2.549960991343903	7.698454772300529	0.8849124837838034	-0.5671414089417927	0.8500433075697617	150
1160	116	10.433865785598755	4.533717301188104	4.813659817790837	1.895794387079302	8.025273129694796	1.4363230389932582	-0.4907377064537799	0.8387057700055941	160
1170	117	10.547589540481567	5.9666456888909805	6.455057059620485	1.765456039338101	8.458726057387542	3.3703162672394087	-0.3885349835894132	0.7994209070236123	170
1180	118	10.656895160675049	6.427451205831071	6.369809672699228	1.7232724339070753	8.91413482175312	2.7723260745563034	-0.27728287505324056	0.7803925418229877	180
1190	119	10.772355556488037	5.038347750320419	4.767242241691013	2.4536980748973107	9.383850976365176	2.1081824493880736	-0.2862437864229257	0.763302641708751	190
1200	120	10.940872430801392	5.8182422148085085	5.863737171201142	1.9841413118902835	8.565964612316316	2.8353389010505428	-0.41146160052291897	0.7536711871172083	200
1210	121	11.142113208770752	4.460739846318187	4.644320637980826	1.6867964593171185	6.410782688281888	0.5651581476704628	-0.4658349568502502	0.7427269541444225	210
1220	122	11.292775630950928	5.678591213344947	6.151159238477554	2.6777526882464495	9.450076161118965	0.9021361799094444	-0.4176100589269369	0.7019398266029775	220
1230	123	11.411568403244019	6.218863027234807	6.382101782695191	1.5527271169447106	8.912215617787927	3.7237373612144533	-0.40380114611551754	0.6603989446887647	230
1240	124	11.534349203109741	5.377965774699104	5.076560899273906	2.0612969066972173	7.806582731591125	2.0691640501845074	-0.3769933070049872	0.6156992499289489	240
1250	125	11.648014068603516	4.941615023899473	5.081512981531835	1.6464804871804342	7.088734775029336	1.8943389357790705	-0.3518372291651455	0.5769828526224603	250
1260	126	11.76080322265625	5.070949992457251	5.4957765434219565	2.4675227430277396	7.868632544694938	1.3589510162677971	-0.36876839975475184	0.542115201808984	260
1270	127	11.969479084014893	5.319354718918637	5.883478705127321	2.0776943010600584	8.508113666310338	1.866634566668377	-0.3722813108589839	0.5087992885047261	270
1280	128	12.114205360412598	5.091860701905782	4.9502903772060005	1.8617923429940981	7.956382756561611	1.582386218345932	-0.4170053805917415	0.4785681123119595	280
1290	129	12.231091737747192	5.943449694350627	6.416068221806247	2.0448208180392635	9.375032793199006	2.8185465142644706	-0.43714027129849065	0.4539271652258991	290
1300	130	12.341208219528198	5.9501887130120545	6.194891346157337	1.3309606057521322	7.665180668055966	3.728829809767353	-0.44230560350281695	0.4306292321248664	300
1310	131	12.455652236938477	4.883895934049671	5.094032471519013	1.6541614120818078	7.584601822317744	2.589627878278696	-0.3774580336278579	0.41422199313572294	310
1320	132	12.566445589065552	6.511714487659209	7.099710164212569	2.1391931965421525	8.675505000717807	3.092991159399305	-0.25836689873037066	0.3856219208276912	320
1330	133	12.676892280578613	6.323690090512622	6.390757615283768	1.3332318748006389	8.226296790893464	3.852749499950827	-0.19175809664399074	0.36029963718114494	330
1340	134	12.790966272354126	6.16931363595414	6.91093403602743	1.86616151783015	8.634855719893606	2.78034430815161	-0.13628589481282324	0.33505115180078254	340
1350	135	12.974231481552124	7.181781055839729	7.508447166502927	1.1780004707913978	8.446023957613946	5.122801125910751	-0.09241918928932008	0.31180117347107816	350
1360	136	13.124468088150024	5.754706448193239	6.18087126896034	2.5521952975073066	8.194095907221325	0.5284614583051597	-0.041166306707755305	0.2923542223308515	360
1370	137	13.247753858566284	5.734259661151476	6.565287101378117	1.9315519493626505	7.939339842699449	1.8303978290324143	-0.0031281989345736685	0.2735775371032059	370
1380	138	13.367091655731201	5.157368515597203	6.535865856052425	2.7887991412348763	7.9523547548692965	0.04558823065967743	0.020230138381055494	0.2557505373677107	380
1390	139	13.47847867012024	5.980011564259731	6.068052674642498	1.8528319466523995	9.228868971740802	3.3841949474891315	0.05654313025321923	0.2395858148586301	390
1400	140	13.595966100692749	6.488376543204016	6.489270172785114	0.6253728115274315	7.778006896998072	5.654047553559297	0.05515808518666409	0.22746159146114045	400
1410	141	13.710250854492188	6.550566252887302	6.49356649974815	1.646663792167749	9.483068415542714	3.0154546878034125	0.1439112606031175	0.2253563081274102	410
1420	142	13.827939510345459	6.07330007204751	6.661198544418105	2.1954427861401276	8.5371220116687	1.7153892742357426	0.2553310298295803	0.2149364656524084	420
1430	143	14.019312858581543	5.151300509194992	4.726397583188945	2.4701552386311456	7.921022908356308	0.8712305040591022	0.31945781012239527	0.204453464017686	430
1440	144	14.142857074737549	6.6589924200842185	6.954024989057455	1.2823315120650762	8.530541334647598	4.097805238322397	0.3769886788296713	0.19430965553536736	440
1450	145	14.258722305297852	6.612426363714136	6.733375551665187	1.1370127176894373	8.485356081786984	4.918339860594946	0.43134901795304625	0.18528643890614394	450
1460	146	14.374429702758789	4.8149702014629545	4.3221456922263775	2.686058008020482	9.601469026293282	1.5140018687038168	0.5164766061365843	0.17587080923884463	460
1470	147	14.487212896347046	6.8228814725852	7.538643705926226	2.2363754315868127	9.353708884358225	2.3192102652602946	0.5731185654392579	0.16730543732200726	470
1480	148	14.603820562362671	6.465150584663823	6.788229781883363	1.874600460768876	9.564066918792516	3.7248825637578573	0.6262803512248385	0.15910541032515485	480
1490	149	14.719325065612793	5.003174410418679	5.545653151079929	2.7170517743637546	7.570079503992578	0.15948437727834475	0.6724933206428798	0.15233373388319374	490
1500	150	14.838025569915771	6.089256557297421	6.920352754788356	2.3156927891178136	8.659728500240174	2.766836019711284	0.7146985126136394	0.1498737584913711	500
1510	151	15.018858432769775	5.684454660386141	5.9096932823166455	2.6092222126396027	9.127844619739967	0.7617321304232137	0.824301804807939	0.15497209080966226	510
1520	152	15.150370359420776	7.289316009464142	8.256951729428039	2.170063815590964	9.049438785082597	2.938367202371261	0.9169227303076122	0.1515462308862392	520
1530	153	15.277343988418579	6.029953365337404	6.783756865625091	2.044116038676716	8.622016236821757	1.9256992227662053	0.9868512404851343	0.1477510540565791	530
1540	154	15.391112327575684	6.8658282030871245	6.64006153176722	1.0469550475290021	8.573754227887434	5.243910615029843	1.0258900318663176	0.14436340115146745	540
1550	155	15.510611057281494	5.697669505884368	5.117089988329528	1.4922933887554393	8.102277226693815	4.13800896369478	1.0757071656576715	0.14044689591227083	550
1560	156	15.624651432037354	6.275701450777204	6.892706493485584	2.295937728072153	8.140072652695068	0.9010592522968374	1.1420180545035241	0.13650822108890465	560
1570	157	15.738684177398682	6.421818830054447	6.835072293059595	1.881965472974131	9.027408581570866	2.24969419022775	1.172957539625854	0.1348123664122415	570
1580	158	15.899078130722046	6.134548395874552	6.753519308702626	1.835921803296415	8.039049887817429	2.171885339434075	1.19850836202325	0.1325058123523311	580
1590	159	16.123836994171143	5.233112566024745	5.362319843833809	2.342564354982675	9.110553332350616	0.49098427644036247	1.2510493794812363	0.12958595269209278	590
1600	160	16.25539994239807	6.866678576295612	7.356675449945749	1.925166166158741	8.239362951770632	1.5985993209057459	1.2862080661693567	0.12809855730361366	600
1610	161	16.375832080841064	6.645908238869649	7.737581746675774	2.502474482213421	8.539164240630202	0.4286298871931984	1.3868977250896763	0.13446020636336847	610
1620	162	16.497037887573242	6.494551955595884	6.861354796204505	2.022737972116769	9.287309531282308	3.37156427907596	1.4848335640865926	0.13546300796941266	620
1630	163	16.619384288787842	6.89153945862264	7.157062434758225	1.0109649055547005	8.102188455408497	4.840871603278898	1.5305661512182311	0.1346865582532157	630
1640	164	16.732791662216187	5.977247350513072	6.40885916552379	1.8355089109688107	8.30900112881667	2.431257367244193	1.5974262255455496	0.1347665567001185	640
1650	165	16.938018798828125	6.809843415490799	6.475992076078246	1.1464810775620957	9.525346809007608	5.804818007620046	1.640179897878156	0.13338706226173053	650
1660	166	17.239768266677856	5.9047055642819695	6.1299051240027715	2.6545175156174268	9.998626945636042	2.025872022535666	1.7194316840239796	0.13180977069238495	660
1670	167	17.54255771636963	6.35007344649407	6.8636548015616805	2.1685304079381984	8.726008191254081	2.7963769991961382	1.7449608542254516	0.13213310743424517	670
1680	168	17.929543256759644	6.3124440696283415	6.343430237697367	2.234565553500582	9.517706783167458	2.081406872550785	1.7793571162248143	0.1306525459297061	680
1690	169	18.280045747756958	4.920814938026627	5.09295786409759	1.800357030688669	8.114187406128698	2.5202132507111172	1.817691445312334	0.12963631172612794	690
1700	170	18.575263500213623	5.9960399496084715	6.407382610039825	2.1280692460240327	8.850433327013565	1.209496699007532	1.8487082474302334	0.13206253599248494	700
1710	171	18.849260568618774	6.12913453286197	7.0019260638705605	2.150168446590953	8.709073439550963	2.7068255777066357	1.9370140750811948	0.13437667818931393	710
1720	172	19.13954472541809	7.020027440915041	7.287082786414555	1.254998728738201	8.8301268024242	4.8983986963342545	1.9960452331713396	0.13273076790678348	720
1730	173	19.392566442489624	6.003055187879194	6.640251896954004	2.277697040809132	8.221446869353073	1.3627263233030453	2.0390209085835087	0.1315743948913654	730
1740	174	19.570813179016113	6.45318069849258	6.659811052006848	2.064333225384153	9.453494997184553	2.610762192198424	2.09322387643681	0.12932415459571067	740
1750	175	19.70392155647278	5.987415676187	5.707467097003217	1.9915817441670842	9.28807727517407	3.7465608895676774	2.137396025812808	0.12847537369619624	750
1760	176	19.853076457977295	6.817631958270293	7.122168480353994	1.1192637061386839	8.641221574199639	4.701909987929487	2.1536732965807683	0.12679655881581353	760
1770	177	20.192063570022583	6.458493750399749	7.764362925377422	2.7506115585407214	9.064473584894921	0.5371889281342593	2.200706497061741	0.12551826619806725	770
1780	178	20.436952829360962	6.440807891962886	6.506022726970478	1.4585045145937994	8.797089329775604	4.091565392394677	2.2329823293896136	0.12579390990223466	780
1790	179	20.586103439331055	6.821109943866274	6.493980713103667	1.1288480412016204	9.498502173014954	5.837744461368862	2.24101373019706	0.12431136628851505	790
1800	180	20.814721822738647	6.010577494677588	5.958829496302368	2.0796545182751656	8.696032155681799	2.9766871608394494	2.247308311687648	0.12464138438319047	800
1810	181	21.105964183807373	6.342584637168687	7.069430897745173	2.613660014868723	9.655433816293957	1.8213725334396682	2.33052622991915	0.12600863542178015	810
1820	182	21.261242866516113	5.843074647256425	6.8889878480701885	2.5852144519136244	8.01376555980444	0.5450102993582429	2.378246267523948	0.12605284721395937	820
1830	183	21.45877194404602	6.546233746256352	6.560826861098912	1.374264184705483	9.10186564480181	4.261712087717717	2.417309865890427	0.12378243849847294	830
1840	184	21.679235458374023	6.523109760788925	6.6040897104342235	1.672424062252934	8.631058148892041	2.6202721630266153	2.453822250685168	0.12259653820436811	840
1850	185	21.852319478988647	6.7095827440174824	6.764825815098469	1.3923421058282655	8.796316651945192	4.5402613483455125	2.466085854176289	0.12126621231573892	850
1860	186	22.182567358016968	6.3216834404117055	6.226815335170192	1.6698751321743979	9.136989781362175	3.60341052019531	2.4807633800841793	0.12160524725347861	860
1870	187	22.48304319381714	7.080403114489914	7.14866759547633	1.0469610513563272	8.619180798242699	5.167501732062952	2.5069953283116484	0.119946955723221	870
1880	188	22.755009174346924	6.0172722901297	6.001423232038308	2.288573551265274	9.130748078141153	1.874033350676056	2.520546059537694	0.1178782239608464	880
1890	189	22.968318223953247	6.620436762533327	6.19944188300089	1.067414511558885	8.765171720957635	5.608754212770757	2.5526030173019683	0.11717804802672249	890
1900	190	23.193213939666748	5.332189900292978	5.996313865726148	2.799047808949724	9.437013021824086	0.4407919386968384	2.573974622109871	0.11647185695571004	900
1910	191	23.39794921875	5.375502944678194	5.835807718649354	1.9513465696178987	7.528826293838672	0.5206685117706343	2.652585039811376	0.11693666902663828	910
1920	192	23.532487869262695	6.430804348264773	6.4116937043030084	1.5186234982426832	8.733508797656066	3.7947262620390436	2.675200806320427	0.11606471004325834	920
1930	193	23.657362699508667	6.8239756544477785	6.995837137723479	1.0071360235553712	8.473249843686528	5.467421732639821	2.6905880516161678	0.11459669535134942	930
1940	194	23.7862446308136	7.637615757599706	7.904051877675341	1.3952743412108923	9.236305368788301	4.931114024991831	2.708851768118122	0.1137977863563114	940
1950	195	24.007726192474365	6.469113068386713	6.631763182427063	1.2931176447198074	7.971749112068391	4.14554771052502	2.737854266589191	0.11129223050791132	950
